Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
33965,Castellare Chianti Clsc,21.99,750mL,750,2,13.72,2000,SOUTHERN WINE & SPIRITS NE 
33971,Zenato Valpolicella Clsc Ri,28.99,750mL,750,2,19.07,2000,SOUTHERN WINE & SPIRITS NE 
33988,Cavit Chardonnay Trentino,9.99,1500mL,1500,2,6.49,6785,PALM BAY INTERNATIONAL INC 
34133,Turning Leaf RSV Cab Svgn,9.99,1500mL,1500,2,6.12,3252,E & J GALLO WINERY         
34134,Turning Leaf RSV Chard Cal,9.99,1500mL,1500,2,5.84,3252,E & J GALLO WINERY         
34137,Fat Bastard Chard,10.99,750mL,750,2,6.84,7153,PINE STATE TRADING CO      
34175,Lindemans Bin 50 Shiraz,9.99,1500mL,1500,2,6.49,4425,MARTIGNETTI COMPANIES
34388,Kesselstatt Rsl RK QbA Mosel,16.99,750mL,750,2,9.93,10754,PERFECTA WINES             
34393,Valckenberg Gewurz Pfalz,13.99,750mL,750,2,8.05,10754,PERFECTA WINES             
34427,Frei Bros RSV Cab Svgn Alex,21.99,750mL,750,2,13.81,3252,E & J GALLO WINERY         
34428,Frei Bros RSV Chard RRV,15.99,750mL,750,2,9.55,3252,E & J GALLO WINERY         
34429,Frei Bros RSV Mendcno Merlot,16.99,750mL,750,2,11.72,3252,E & J GALLO WINERY         
34430,Frei Bros RSV Pnt Nr RRV,21.99,750mL,750,2,15.06,3252,E & J GALLO WINERY         
34431,Beaulieu Cab Svgn Napa,17.99,750mL,750,2,10.32,1590,DIAGEO CHATEAU ESTATE WINES
34439,Toad Hollow Mendocino Chard,15.99,750mL,750,2,8.38,9552,M S WALKER INC             
34460,Dr Loosen Rsl 'Dr L' M,10.99,750mL,750,2,7.23,4425,MARTIGNETTI COMPANIES
34532,Dom Fontsainte Corbieres Gr,13.99,750mL,750,2,9.2,4425,MARTIGNETTI COMPANIES
34580,Luce Della Vite Lucente Tosc,28.99,750mL,750,2,18.82,9165,ULTRA BEVERAGE COMPANY LLP 
34752,Frogs Leap Svgn Bl Napa,21.99,750mL,750,2,14.56,4425,MARTIGNETTI COMPANIES
34763,Mas Donis Montsant Old Vines,11.99,750mL,750,2,7.79,9552,M S WALKER INC             
34825,J Vineyards Pnt Gris,19.99,750mL,750,2,9.73,3252,E & J GALLO WINERY         
34850,Bargetto Chaucer's Hney Mead,13.99,750mL,750,2,8.6,7153,PINE STATE TRADING CO      
34870,Arca Nova Vinho Verde,8.99,750mL,750,2,5.84,10754,PERFECTA WINES             
34903,Smoking Loon Cab Svgn,6.79,750mL,750,2,4.59,9552,M S WALKER INC             
34904,Smoking Loon Chard,6.79,750mL,750,2,4.68,9552,M S WALKER INC             
34905,Smoking Loon Merlot,6.79,750mL,750,2,4.41,9552,M S WALKER INC             
34951,Ch Ste Michelle Eroica Rsl W,17.99,750mL,750,2,11.48,8673,STE MICHELLE WINE ESTATES  
34996,Carpineto Dogajolo Tuscan R,16.99,1500mL,1500,2,11.4,9165,ULTRA BEVERAGE COMPANY LLP 
34998,Luiano Chianti Clsc,16.99,750mL,750,2,10.66,9165,ULTRA BEVERAGE COMPANY LLP 
35049,Ch Pesquie Cotes du Ventoux,12.99,750mL,750,2,8.66,9552,M S WALKER INC             
35075,Clos LaChance Chard,10.99,750mL,750,2,7.58,653,STATE WINE & SPIRITS   
35088,Newport Vyds Great White RI,9.99,750mL,750,2,5.8,7153,PINE STATE TRADING CO      
35103,Ruffino Chianti Superiore,9.99,750mL,750,2,6.7,1392,CONSTELLATION BRANDS INC   
35318,Jewell Towne Marechal Foch,11.49,750mL,750,2,7.46,17032,JEWELL TOWNE VINEYARDS     
35319,Jewell Towne Rsl NH,14.49,750mL,750,2,9.66,17032,JEWELL TOWNE VINEYARDS     
35375,Hess Allomi Cab Svgn,31.99,750mL,750,2,19.73,4425,MARTIGNETTI COMPANIES
35393,Tohu Svgn Bl Marlboro,12.99,750mL,750,2,8.6,9552,M S WALKER INC             
35411,Yellow Tail Chard Ausl,6.99,750mL,750,2,4.69,4425,MARTIGNETTI COMPANIES
35412,Yellow Tail Chard Ausl,9.99,1500mL,1500,2,5.97,4425,MARTIGNETTI COMPANIES
35413,Yellow Tail Shiraz Ausl,6.99,750mL,750,2,4.72,4425,MARTIGNETTI COMPANIES
35414,Yellow Tail Shiraz Ausl,9.99,1500mL,1500,2,6.13,4425,MARTIGNETTI COMPANIES
35442,Borsao Tres Picos Garnacha,14.99,750mL,750,2,8.21,9552,M S WALKER INC             
35464,Stags Leap Artemis Cab Svgn,45.99,750mL,750,2,28.44,8673,STE MICHELLE WINE ESTATES  
35471,R M Woodbridge Pnt Grigio,7.99,750mL,750,2,3.35,1392,CONSTELLATION BRANDS INC   
35472,R M Woodbridge Pnt Grigio,8.99,1500mL,1500,2,5.88,1392,CONSTELLATION BRANDS INC   
35480,Prinz Salm Der Weib,19.99,750mL,750,2,13.42,10754,PERFECTA WINES             
35490,Sierra Cantabria Rioja Tint,11.99,750mL,750,2,7.58,9552,M S WALKER INC             
35578,Alamos Ridge Cab Svgn Mendza,9.99,750mL,750,2,4.57,3252,E & J GALLO WINERY         
35590,Tiziano Chianti,10.99,750mL,750,2,7.53,9552,M S WALKER INC             
35607,Castle Rock Merlot Cal,9.99,750mL,750,2,4.63,4425,MARTIGNETTI COMPANIES
35646,D'Arenberg Footbolt Shiraz,18.99,750mL,750,2,11.61,4425,MARTIGNETTI COMPANIES
35650,Penley Est Phoenix Cab Svgn,18.99,750mL,750,2,12.92,4425,MARTIGNETTI COMPANIES
35664,Redwood Creek Cab Svgn Cal,9.99,1500mL,1500,2,6.5,3252,E & J GALLO WINERY         
35666,Redwood Creek Chard Cal,9.99,1500mL,1500,2,6.12,3252,E & J GALLO WINERY         
35668,Redwood Creek Merlot Cal,10.99,1500mL,1500,2,7.33,3252,E & J GALLO WINERY         
35670,Redwood Creek Svgn Bl Cal,10.99,1500mL,1500,2,7.33,3252,E & J GALLO WINERY         
35800,Penfolds T Hyland Shiraz,11.99,750mL,750,2,7.99,4425,MARTIGNETTI COMPANIES
35862,Allegrini Palazzo Della Tor,19.99,750mL,750,2,13.6,3252,E & J GALLO WINERY         
35896,Catena Alta Historic Rows CS,44.99,750mL,750,2,31.03,9552,M S WALKER INC             
35913,Stone Cellars Cab Svgn,8.99,1500mL,1500,2,5.47,9819,TREASURY WINE ESTATES      
35914,Stone Cellars Chard,8.99,1500mL,1500,2,5.51,9819,TREASURY WINE ESTATES      
35916,Stone Cellars Merlot,8.99,1500mL,1500,2,5.29,9819,TREASURY WINE ESTATES      
35918,Stone Cellars Pnt Grigio,10.99,1500mL,1500,2,6.49,9819,TREASURY WINE ESTATES      
35990,La Clarte de Haut Brion 10,154.99,750mL,750,2,73.5,10754,PERFECTA WINES             
36063,Ch La Mission Haut-Brion 10,1499.99,750mL,750,2,753.42,10754,PERFECTA WINES             
36080,Ch La Mission Haut Brion 10,274.99,750mL,750,2,134.01,10754,PERFECTA WINES             
36081,La Clarence Haut Brion 10,274.99,750mL,750,2,134.58,10754,PERFECTA WINES             
36100,Carpineto Vino Nobile RSV d,29.99,750mL,750,2,20.54,9165,ULTRA BEVERAGE COMPANY LLP 
36101,Carpineto Brunello Montalci,55.99,750mL,750,2,37.58,9165,ULTRA BEVERAGE COMPANY LLP 
36138,Renzo Masi Chianti Rufina,10.99,750mL,750,2,7.38,10754,PERFECTA WINES             
36139,Renzo Masi Chiant Rufina RS,13.99,750mL,750,2,9.65,10754,PERFECTA WINES             
36153,Edna Valley Paragon Pnt Nr,13.99,750mL,750,2,9.58,3252,E & J GALLO WINERY         
36161,Ch Ste Michelle Pnt Gris Was,9.99,750mL,750,2,5.84,8673,STE MICHELLE WINE ESTATES  
36199,Four Vines Naked Chard,13.99,750mL,750,2,8.05,9552,M S WALKER INC             
36200,Four Vines Truant Znfdl,13.99,750mL,750,2,8.21,9552,M S WALKER INC             
36268,Montinore Pnt Nr Ore,19.99,750mL,750,2,11.84,4425,MARTIGNETTI COMPANIES
36284,Gruet Brut New Mexico,14.99,750mL,750,2,7.89,17033,SEA BREEZE CELLARS LLC     
36344,Latour Pinot Noir Valmoissin,12.99,750mL,750,2,8.72,9552,M S WALKER INC             
36378,MezzaCorona Pnt Grigio,9.97,1500mL,1500,2,6.83,9165,ULTRA BEVERAGE COMPANY LLP 
36523,Ch Macard Brdx Superieur,14.99,750mL,750,2,10.34,4425,MARTIGNETTI COMPANIES
36524,Ch de Ribebon Brdx,14.99,750mL,750,2,10.13,4425,MARTIGNETTI COMPANIES
36558,Cruz Garcia Real Sangria Re,9.99,1500mL,1500,2,6.66,8320,SHAW ROSS INT L IMP LTD    
36573,Matanzas Creek Svgn Bl Sonom,17.99,750mL,750,2,11.25,9552,M S WALKER INC             
36620,Talbott Kali Hart Mtry Chard,16.99,750mL,750,2,10.95,3252,E & J GALLO WINERY         
36623,Talbott Sleepy Hollow Chard,28.99,750mL,750,2,19.72,3252,E & J GALLO WINERY         
36648,Groth Cab Svgn Napa,59.99,750mL,750,2,39.18,4425,MARTIGNETTI COMPANIES
36766,Ravenswood Znfdl Lodi,18.99,750mL,750,2,10.95,1392,CONSTELLATION BRANDS INC   
36770,Yellow Tail Cab Svgn Ausl,9.99,1500mL,1500,2,6.13,4425,MARTIGNETTI COMPANIES
36771,Yellow Tail Merlot Ausl,9.99,1500mL,1500,2,5.97,4425,MARTIGNETTI COMPANIES
36843,Frey Cab Svgn Organic Mendcn,16.99,750mL,750,2,11.25,10754,PERFECTA WINES             
36852,Frey Znfdl Organic Mendocino,13.99,750mL,750,2,9.58,10754,PERFECTA WINES             
36874,Yellow Tail Merlot Ausl,6.99,750mL,750,2,4.63,4425,MARTIGNETTI COMPANIES
36989,Duck Pond Chard Wash,10.99,750mL,750,2,7.43,10754,PERFECTA WINES             
37049,Argyle Willamette Pnt Nr,21.99,750mL,750,2,13.6,4425,MARTIGNETTI COMPANIES
37058,Neyers Chard Napa,28.99,750mL,750,2,19.46,4425,MARTIGNETTI COMPANIES
37071,Caymus Conundrum White,16.99,750mL,750,2,11.56,4425,MARTIGNETTI COMPANIES
37083,Jewell Towne Cayuga Wh NH,11.49,750mL,750,2,7.51,17032,JEWELL TOWNE VINEYARDS     
37121,Flag Hill Apple Cran NH,12.99,750mL,750,2,8.72,17031,FLAG HILL WINERY & VINEYARD
37152,Montes Alpha Apalta Cab Svgn,20.99,750mL,750,2,12.9,4425,MARTIGNETTI COMPANIES
37235,Mionetto Il Prosecco Spklg,11.99,750mL,750,2,8.1,9552,M S WALKER INC             
37312,Salmon Run NY Pnt Nr,11.99,750mL,750,2,7.99,10754,PERFECTA WINES             
37313,Salmon Run NY Rsl,11.99,750mL,750,2,6.75,10754,PERFECTA WINES             
37387,Truchard Carneros Cab Svgn,30.99,750mL,750,2,21.37,10754,PERFECTA WINES             
37401,Excelsior S Afr Cab Svgn,8.99,750mL,750,2,5.26,9552,M S WALKER INC             
37433,C Y Toro Casillero Carmenere,9.99,750mL,750,2,4.32,516,BANFI PRODUCTS CORP        
37435,Duval-Leroy Champagne Brut,31.99,750mL,750,2,20.91,9165,ULTRA BEVERAGE COMPANY LLP 
37527,Redwood Creek Pnt Grigio,10.99,1500mL,1500,2,7.18,3252,E & J GALLO WINERY         
37601,Hardys Cab Svgn Ausl,19.99,3000mL,3000,2,9.2,2000,SOUTHERN WINE & SPIRITS NE 
37604,Hardys Chard Ausl,19.99,3000mL,3000,2,9.26,2000,SOUTHERN WINE & SPIRITS NE 
37607,Hardys Shiraz Ausl,19.99,3000mL,3000,2,9.39,2000,SOUTHERN WINE & SPIRITS NE 
37656,MacMurray Ranch Sonma Pnt Nr,19.99,750mL,750,2,13.51,3252,E & J GALLO WINERY         
37678,Castle Rock Pnt Nr,10.99,750mL,750,2,6.53,4425,MARTIGNETTI COMPANIES
37731,Corbett Canyon Chard,12.99,3000mL,3000,2,6.7,9815,WINE GROUP INC             
37735,Walnut Crest Vnto Pnt Grigio,10.99,1500mL,1500,2,7.58,516,BANFI PRODUCTS CORP        
37765,Castello Montauto Vernaccia,8.99,750mL,750,2,6.12,9165,ULTRA BEVERAGE COMPANY LLP 
37785,Lindemans Bin 40 Merlot,11.99,1500mL,1500,2,8.21,4425,MARTIGNETTI COMPANIES
37786,Lindemans Bin 45 Cab Svgn,9.99,1500mL,1500,2,6.45,4425,MARTIGNETTI COMPANIES
37790,Merriam Merlot RRV,27.99,750mL,750,2,16.88,10754,PERFECTA WINES             
37792,Blackstone Pnt Nr Monterey,7.99,750mL,750,2,4.63,1392,CONSTELLATION BRANDS INC   
37822,Frescobaldi Chianti RSV Nip,26.99,750mL,750,2,11.72,9165,ULTRA BEVERAGE COMPANY LLP 
37826,Yellow Tail Cab Svgn Ausl,6.99,750mL,750,2,4.66,4425,MARTIGNETTI COMPANIES
37827,Yellow Tail Shiraz/Cab Ausl,7.99,750mL,750,2,5.15,4425,MARTIGNETTI COMPANIES
37828,Yellow Tail Shiraz/Cab Ausl,9.99,1500mL,1500,2,6.66,4425,MARTIGNETTI COMPANIES
37840,Los Cardos Malbec Mendoza,8.99,750mL,750,2,5.4,8892,TRINCHERO FAMILY ESTATES   
37904,Trapiche Broquel Mndz Malbec,12.99,750mL,750,2,6.45,9815,WINE GROUP INC             
37923,Five Rivers Cab Svgn,13.99,750mL,750,2,7.43,516,BANFI PRODUCTS CORP        
37926,Five Rivers Pnt Nr,13.99,750mL,750,2,8.05,516,BANFI PRODUCTS CORP        
37984,Barone Fini Pnt Gr Valdadige,10.99,750mL,750,2,7.58,4425,MARTIGNETTI COMPANIES
38131,Principato Pnt Gr Sicilia,9.99,1500mL,1500,2,6.84,6785,PALM BAY INTERNATIONAL INC 
38133,Il Bastardo Sangiovese Tosc,6.99,750mL,750,2,3.92,10754,PERFECTA WINES             
38178,Rex Goliath Cab Svgn,7.99,750mL,750,2,4.13,1392,CONSTELLATION BRANDS INC   
38179,Rex Goliath Chard,7.99,750mL,750,2,4.13,1392,CONSTELLATION BRANDS INC   
38180,Rex Goliath Merlot,7.99,750mL,750,2,3.97,1392,CONSTELLATION BRANDS INC   
38181,Rex Goliath Pnt Nr,7.99,750mL,750,2,3.97,1392,CONSTELLATION BRANDS INC   
38241,Hendry Block 8 Cab Svgn Napa,56.99,750mL,750,2,37.25,10754,PERFECTA WINES             
38264,Orleans Hill Cote Zero Cal,9.99,750mL,750,2,6.89,7153,PINE STATE TRADING CO      
38348,Nobilo Icon Svgn Bl Marlboro,13.99,750mL,750,2,9.26,1392,CONSTELLATION BRANDS INC   
38369,Oyster Bay Pnt Nr Marlboro,14.99,750mL,750,2,9,4425,MARTIGNETTI COMPANIES
38370,Oyster Bay Svgn Bl Marlboro,9.95,750mL,750,2,6.59,4425,MARTIGNETTI COMPANIES
38441,Toasted Head Cab Svgn,10.99,750mL,750,2,6.7,1392,CONSTELLATION BRANDS INC   
38457,Smoking Loon Pnt Nr,6.79,750mL,750,2,4.59,9552,M S WALKER INC             
38471,Ch Pesquie Cotes du Ventoux,13.99,750mL,750,2,9.2,9552,M S WALKER INC             
38502,Ruffino Lumina Pnt Grigio,6.99,750mL,750,2,4.57,1392,CONSTELLATION BRANDS INC   
38528,Seghesio Old Vine Znfdl,38.99,750mL,750,2,25.48,4425,MARTIGNETTI COMPANIES
38546,Mark West Pnt Nr Sonoma,9.99,750mL,750,2,5.06,1392,CONSTELLATION BRANDS INC   
38549,Stemmari Nero D'Avola,6.99,750mL,750,2,4.82,9165,ULTRA BEVERAGE COMPANY LLP 
38651,Carpineto Chianti Clsc,15.99,750mL,750,2,10.73,9165,ULTRA BEVERAGE COMPANY LLP 
38652,Carpineto Chianti Clsc RSV,20.99,750mL,750,2,13.65,9165,ULTRA BEVERAGE COMPANY LLP 
38771,Rob Stuart Big Fire Pnt Gris,16.99,750mL,750,2,11.4,653,STATE WINE & SPIRITS   
38772,Rob Stuart Big Fire Pnt Nr,17.99,750mL,750,2,10.96,653,STATE WINE & SPIRITS   
38850,Ravenswood Vntrs Bl Cab Svgn,7.99,750mL,750,2,4.65,1392,CONSTELLATION BRANDS INC   
38859,Inniskillin Icewn Ngra Vidal,59.99,375mL,375,2,32.46,1392,CONSTELLATION BRANDS INC   
38888,Justin Cab Svgn Paso Robles,27.99,750mL,750,2,16.88,9552,M S WALKER INC             
38898,L Martini Cab Svgn Napa,29.99,750mL,750,2,20.13,3252,E & J GALLO WINERY         
38899,L Martini Cab Svgn Sonoma,12.99,750mL,750,2,7.28,3252,E & J GALLO WINERY         
38946,Bully Hill Sweet Walter Rd,8.99,750mL,750,2,5.59,2000,SOUTHERN WINE & SPIRITS NE 
38950,Corvo Sicily Nero D'Avola,9.99,750mL,750,2,6.8,10754,PERFECTA WINES             
39087,Corbett Canyon Pnt Grigio,12.99,3000mL,3000,2,6.66,9815,WINE GROUP INC             
39146,Matua Svgn Bl Marlboro,9.99,750mL,750,2,6.53,9819,TREASURY WINE ESTATES      
39254,Las Rocas Garnacha San Alej,10.99,750mL,750,2,6.9,3252,E & J GALLO WINERY         
39256,Schmitt Sohne Relax Mosel,9.99,750mL,750,2,5.16,9552,M S WALKER INC             
39282,Concannon Petite Sirah Cntrl,10.99,750mL,750,2,6.84,9815,WINE GROUP INC             
39335,Phillips Seven Deadly Znfdl,14.99,750mL,750,2,8.75,4425,MARTIGNETTI COMPANIES
39348,Sterling Vintners Cltn Pnt N,9.95,750mL,750,2,6.5,1590,DIAGEO CHATEAU ESTATE WINES
39356,Bota Box Chard Cal,17.99,3000mL,3000,2,11.56,2242,DELICATO VINEYARDS INC     
39357,Bota Box Merlot Cal,17.99,3000mL,3000,2,11.33,2242,DELICATO VINEYARDS INC     
39358,Bota Box Shiraz Cal,17.99,3000mL,3000,2,11.03,2242,DELICATO VINEYARDS INC     
39384,F Coppola Diamond Pnt Nr,14.99,750mL,750,2,8.96,2000,SOUTHERN WINE & SPIRITS NE 
39410,Mirassou Cab Svgn Cal,8.99,750mL,750,2,6.12,3252,E & J GALLO WINERY         
39411,Mirassou Chard Cntrl Coast,8.99,750mL,750,2,5.84,3252,E & J GALLO WINERY         
39413,Mirassou Pnt Nr Cntrl Coast,7.49,750mL,750,2,5.06,3252,E & J GALLO WINERY         
39470,Barefoot Syrah Cal,6.29,750mL,750,2,3.22,3252,E & J GALLO WINERY         
39472,Acorn Sangiovese Alegria RRV,27.99,750mL,750,2,18.06,10754,PERFECTA WINES             
39473,Acorn Cve Alegria Russ Syrah,27.99,750mL,750,2,18.49,10754,PERFECTA WINES             
39479,Barefoot Premium X-Dry,9.99,750mL,750,2,5.29,3252,E & J GALLO WINERY         
39491,Flag Hill Red Raspberry Fru,13.99,750mL,750,2,8.1,17031,FLAG HILL WINERY & VINEYARD
39523,Cloudy Bay Svgn Bl Marlboro,22.99,750mL,750,2,15.53,8112,MOET HENNESSY USA INC      
39593,Redwood Creek Pnt Nr Cal,9.99,1500mL,1500,2,6.33,3252,E & J GALLO WINERY         
39599,R M Woodbridge Chard Cal,7.99,187mL 4 Pk,187,2,4.51,1392,CONSTELLATION BRANDS INC   
39631,Red Truck Cal,10.99,750mL,750,2,5.44,4425,MARTIGNETTI COMPANIES
39654,Sutter Home Pnt Grigio Cal,9.99,1500mL,1500,2,6.75,8892,TRINCHERO FAMILY ESTATES   
39689,Hahn Meritage Central Coast,12.99,750mL,750,2,8.66,7153,PINE STATE TRADING CO      
39708,R Mondavi Pvt Sln Pnt Grigio,7.99,750mL,750,2,4.72,1392,CONSTELLATION BRANDS INC   
39716,Ravenswood Vntrs Blnd Shiraz,7.99,750mL,750,2,5.4,1392,CONSTELLATION BRANDS INC   
39750,Red Diamond Merlot Wash,11.99,750mL,750,2,5.13,8673,STE MICHELLE WINE ESTATES  
39764,Grahams 10-Yr Tawny Port,31.99,750mL,750,2,18.29,9552,M S WALKER INC             
39775,Bogle Svgn Bl Cal,8.99,750mL,750,2,5.84,4425,MARTIGNETTI COMPANIES
39923,Sterling Vintner Clt Svgn Bl,9.95,750mL,750,2,6.55,1590,DIAGEO CHATEAU ESTATE WINES
39974,Loimer Lois Gruner Veltliner,13.99,750mL,750,2,9.26,9552,M S WALKER INC             
39979,Little Penguin Chard Ausl,14.99,1500mL,1500,2,7.84,4425,MARTIGNETTI COMPANIES
39983,Little Penguin Shiraz Ausl,14.99,1500mL,1500,2,7.89,4425,MARTIGNETTI COMPANIES
40051,Concannon Select Vyds Pnt Nr,7.99,750mL,750,2,4.54,9815,WINE GROUP INC             
40053,Campo Viejo Tempranillo,9.99,750mL,750,2,5.99,17035,PERNOD RICARD USA          
40054,Campo Viejo Tempranillo RSV,12.99,750mL,750,2,7.48,17035,PERNOD RICARD USA          
40096,Black Box Cab Svgn,16.99,3000mL,3000,2,10.52,1392,CONSTELLATION BRANDS INC   
40097,Black Box Chard,16.99,3000mL,3000,2,10.59,1392,CONSTELLATION BRANDS INC   
40098,Black Box Merlot Cal,16.99,3000mL,3000,2,10.38,1392,CONSTELLATION BRANDS INC   
40114,M & R Prosecco Frizzante,13.99,750mL,750,2,6.66,480,BACARDI USA INC            
40193,Mark West Chard Sonoma Cnty,9.99,750mL,750,2,4.83,1392,CONSTELLATION BRANDS INC   
40332,Terrazas RSV Malbec Mendoza,13.49,750mL,750,2,8.21,8112,MOET HENNESSY USA INC      
40337,Da Vinci Chianti Tuscany,9.99,750mL,750,2,6.57,3252,E & J GALLO WINERY         
40425,Mionetto Prosecco Brut,13.99,750mL,750,2,6.42,9552,M S WALKER INC             
40545,Whitehaven Svgn Bl Marlboro,14.99,750mL,750,2,9.93,3252,E & J GALLO WINERY         
40621,Santa Margherita Prosecco V,17.99,750mL,750,2,10.52,4425,MARTIGNETTI COMPANIES
40801,Sileni Sauvignon Blanc,10.99,750mL,750,2,7.33,7153,PINE STATE TRADING CO      
41030,Folie A Deux Cab Svgn,16.99,750mL,750,2,11.03,8892,TRINCHERO FAMILY ESTATES   
41032,Folie A Deux Amador Znfdl,16.99,750mL,750,2,11.56,8892,TRINCHERO FAMILY ESTATES   
41033,Menage a Trois White,8.99,750mL,750,2,5.91,8892,TRINCHERO FAMILY ESTATES   
41034,Menage a Trois Red,8.99,750mL,750,2,5.26,8892,TRINCHERO FAMILY ESTATES   
41062,Martin Ray Cab Svgn Napa,17.99,750mL,750,2,11.91,9552,M S WALKER INC             
41070,Angeline Chard RRV,12.99,750mL,750,2,7.28,9552,M S WALKER INC             
41072,Angeline Pnt Nr Rsv,13.99,750mL,750,2,8.16,9552,M S WALKER INC             
41143,Red Diamond Cab Svgn Wash,11.99,750mL,750,2,5.26,8673,STE MICHELLE WINE ESTATES  
41159,Phillips Earthquake Ld Znfdl,25.99,750mL,750,2,16.1,4425,MARTIGNETTI COMPANIES
41212,A to Z Pnt Gris Ore,15.99,750mL,750,2,10.52,9165,ULTRA BEVERAGE COMPANY LLP 
41213,A to Z Pnt Nr Ore,19.99,750mL,750,2,12.07,9165,ULTRA BEVERAGE COMPANY LLP 
41231,Mad Dogs & Englishmen Jumil,9.99,750mL,750,2,6.53,7153,PINE STATE TRADING CO      
41251,Beringer Classic Pnt Grigio,5.99,750mL,750,2,3.39,9819,TREASURY WINE ESTATES      
41252,Beringer Classic Pnt Grigio,7.99,1500mL,1500,2,5.13,9819,TREASURY WINE ESTATES      
41253,Ch St Jean Cab Svgn Cal,9.99,750mL,750,2,6.09,9819,TREASURY WINE ESTATES      
41254,Ch St Jean Merlot Cal,9.99,750mL,750,2,5.85,9819,TREASURY WINE ESTATES      
41321,Bogle Phantom Red Cal,16.95,750mL,750,2,10.94,4425,MARTIGNETTI COMPANIES
41405,La Posta Angel Plucci Malbec,14.99,750mL,750,2,9.8,653,STATE WINE & SPIRITS   
41537,Mer Soleil Chard Central Cst,27.99,750mL,750,2,18.06,4425,MARTIGNETTI COMPANIES
41546,Monkey Bay Svgn Bl,7.99,750mL,750,2,5.51,1392,CONSTELLATION BRANDS INC   
41575,Neyers Conn Vly Cab Svgn,55.99,750mL,750,2,33.77,4425,MARTIGNETTI COMPANIES
41605,Charles Heidsieck Brut RSV,59.99,750mL,750,2,40.26,9165,ULTRA BEVERAGE COMPANY LLP 
41612,Ridge Geyserville Znfdl,36.99,750mL,750,2,24.18,4425,MARTIGNETTI COMPANIES
41629,Heron Pnt Nr Cal,15.99,750mL,750,2,9.08,4425,MARTIGNETTI COMPANIES
41633,Prinz Salm Two Princes Nahe,12.99,750mL,750,2,8.6,10754,PERFECTA WINES             
41711,Fish Eye Cab Svgn,4.99,750mL,750,2,3.22,9815,WINE GROUP INC             
41712,Fish Eye Chard,4.99,750mL,750,2,3.28,9815,WINE GROUP INC             
41713,Fish Eye Merlot,4.99,750mL,750,2,3.22,9815,WINE GROUP INC             
41714,Fish Eye Pnt Grigio,4.99,750mL,750,2,3.22,9815,WINE GROUP INC             
41751,Clos du Bois Pnt Grigio Cal,8.99,750mL,750,2,6.2,1392,CONSTELLATION BRANDS INC   
41759,Blue Fish Pfalz Rsl,7.99,750mL,750,2,5.44,6785,PALM BAY INTERNATIONAL INC 
41762,Ch Beaucastel Chtnf Pap,99.99,750mL,750,2,66.66,4425,MARTIGNETTI COMPANIES
41787,Ferrari-Carano Cab Svgn Alex,30.99,750mL,750,2,21.08,2000,SOUTHERN WINE & SPIRITS NE 
41827,Banfi Chianti Clsc Tuscany,12.99,750mL,750,2,8.16,516,BANFI PRODUCTS CORP        
41912,Matua Pnt Nr Marlboro,11.99,750mL,750,2,8.21,9819,TREASURY WINE ESTATES      
41927,Ch Lamothe de Haux Brdx Wh,13.99,750mL,750,2,9.14,90024,VINILANDIA USA             
41940,Lange Willamette Pnt Nr,22.99,750mL,750,2,14.28,9165,ULTRA BEVERAGE COMPANY LLP 
41965,F Coppola Sofia Rose,15.99,750mL,750,2,9.73,2000,SOUTHERN WINE & SPIRITS NE 
42053,Paraduxx Red Duckhorn Napa,32.99,750mL,750,2,22.6,4425,MARTIGNETTI COMPANIES
42099,Bota Box Pnt Grigio Cal,17.99,3000mL,3000,2,11.4,2242,DELICATO VINEYARDS INC     
42115,Jewell Towne Cab Svgn NH,14.49,750mL,750,2,9.66,17032,JEWELL TOWNE VINEYARDS     
42117,Jewell Towne Chardonnay,14.49,750mL,750,2,9.6,17032,JEWELL TOWNE VINEYARDS     
42118,Jewell Towne Seyval NH,10.49,750mL,750,2,6.81,17032,JEWELL TOWNE VINEYARDS     
42122,Smoking Loon Svgn Bl Cal,6.79,750mL,750,2,4.53,9552,M S WALKER INC             
42124,Pieropan Soave Clsc,13.99,750mL,750,2,9.03,3252,E & J GALLO WINERY         
42158,Mulderbosch Rose Cab Svgn,10.99,750mL,750,2,7.28,9552,M S WALKER INC             
42188,Moet & Chandon Nectar Imp Rs,52.99,750mL,750,2,34.01,8112,MOET HENNESSY USA INC      
42350,Black Box Shiraz Cntrl Coast,16.99,3000mL,3000,2,10.73,1392,CONSTELLATION BRANDS INC   
42399,Grayson Cellars Cab Svgn Pas,9.99,750mL,750,2,6.57,10754,PERFECTA WINES             
42410,Acorn Medley Alegria RRV,35.99,750mL,750,2,16.97,10754,PERFECTA WINES             
42420,Yellow Tail Pnt Grigio Ausl,6.99,750mL,750,2,4.6,4425,MARTIGNETTI COMPANIES
42421,Firesteed Pnt Gris Ore,13.99,750mL,750,2,7.74,10754,PERFECTA WINES             
42422,Firesteed Pnt Nr Ore,15.99,750mL,750,2,7.84,10754,PERFECTA WINES             
42462,Gnarly Head Old Vine Znfdl,9.99,750mL,750,2,6.89,2242,DELICATO VINEYARDS INC     
42579,Voga del Venezie Pnt Grigio,9.99,750mL,750,2,6.53,9552,M S WALKER INC             
42663,Beringer Fndr Est Pnt Grigio,8.99,750mL,750,2,5.8,9819,TREASURY WINE ESTATES      
